,idade,profissao,estado_civil,educacao,inadimplente,emprestimo_moradia,emprestimo_pessoal,meio_contato,mes,dia_da_semana,duracao,qtd_contatos_campanha,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,numero_empregados,resultado
905,32,3,2,4,1,1,1,2,1,3,245,1,999,0,1,93.994,-36.4,5191,1
906,31,2,2,3,1,1,1,2,1,3,143,1,999,0,1,93.994,-36.4,5191,1
907,46,1,3,3,,1,1,2,1,3,423,1,999,0,1,93.994,-36.4,5191,1
908,59,4,3,2,1,1,1,2,1,3,231,1,999,0,1,93.994,-36.4,5191,1
909,38,2,1,,,1,2,2,1,3,181,1,999,0,1,93.994,-36.4,5191,1
910,42,2,3,6,,2,1,2,1,3,107,1,999,0,1,93.994,-36.4,5191,1
911,40,2,1,5,1,1,1,2,1,3,227,1,999,0,1,93.994,-36.4,5191,1
912,46,1,1,4,1,1,1,2,1,3,69,1,999,0,1,93.994,-36.4,5191,1
913,35,1,2,2,1,1,1,2,1,3,799,1,999,0,1,93.994,-36.4,5191,1
914,28,2,1,3,1,1,2,2,1,3,109,1,999,0,1,93.994,-36.4,5191,1
915,47,4,1,2,,2,1,2,1,3,127,1,999,0,1,93.994,-36.4,5191,1
916,35,2,1,5,1,2,1,2,1,3,45,1,999,0,1,93.994,-36.4,5191,1
917,48,6,1,3,1,2,1,2,1,3,120,1,999,0,1,93.994,-36.4,5191,1
918,40,2,1,6,,2,1,2,1,3,68,3,999,0,1,93.994,-36.4,5191,1
919,32,4,2,2,1,2,1,2,1,3,180,2,999,0,1,93.994,-36.4,5191,1
920,59,6,3,5,1,2,1,2,1,3,112,3,999,0,1,93.994,-36.4,5191,1
921,48,7,1,3,,1,1,2,1,3,444,1,999,0,1,93.994,-36.4,5191,1
922,45,2,1,3,,2,1,2,1,3,246,2,999,0,1,93.994,-36.4,5191,1
923,49,2,2,6,1,2,1,2,1,3,148,4,999,0,1,93.994,-36.4,5191,1
924,51,1,1,1,1,2,1,2,1,3,223,3,999,0,1,93.994,-36.4,5191,1
925,38,3,2,1,1,2,1,2,1,3,566,2,999,0,1,93.994,-36.4,5191,1
926,53,3,1,2,1,2,1,2,1,3,274,2,999,0,1,93.994,-36.4,5191,1
927,49,2,1,3,1,2,1,2,1,3,49,3,999,0,1,93.994,-36.4,5191,1
928,31,2,1,3,1,2,2,2,1,3,97,2,999,0,1,93.994,-36.4,5191,1
929,36,4,1,2,,2,1,2,1,3,376,2,999,0,1,93.994,-36.4,5191,1
930,54,6,1,5,,2,1,2,1,3,421,2,999,0,1,93.994,-36.4,5191,1
931,29,1,2,2,1,2,1,2,1,3,511,2,999,0,1,93.994,-36.4,5191,1
932,31,2,1,6,,2,1,2,1,3,121,2,999,0,1,93.994,-36.4,5191,1
933,35,1,1,2,1,2,1,2,1,3,157,2,999,0,1,93.994,-36.4,5191,1
934,38,2,1,3,1,1,1,2,1,3,101,1,999,0,1,93.994,-36.4,5191,1
935,54,5,1,2,,2,2,2,1,3,328,2,999,0,1,93.994,-36.4,5191,1
936,48,1,1,3,,1,1,2,1,3,19,1,999,0,1,93.994,-36.4,5191,1
937,48,5,3,1,1,2,1,2,1,3,866,2,999,0,1,93.994,-36.4,5191,1
938,32,1,2,1,,2,1,2,1,3,229,3,999,0,1,93.994,-36.4,5191,1
939,34,3,1,4,,2,1,2,1,3,154,2,999,0,1,93.994,-36.4,5191,1
940,49,3,2,1,,2,1,2,1,3,56,1,999,0,1,93.994,-36.4,5191,1
941,44,2,1,3,,,,2,1,3,199,1,999,0,1,93.994,-36.4,5191,1
942,42,4,3,2,,1,1,2,1,3,117,1,999,0,1,93.994,-36.4,5191,1
943,55,2,1,5,,1,1,2,1,3,1581,2,999,0,1,93.994,-36.4,5191,1
944,42,4,3,2,,1,1,2,1,3,185,1,999,0,1,93.994,-36.4,5191,1
945,44,1,1,1,,1,1,2,1,3,202,1,999,0,1,93.994,-36.4,5191,1
946,51,2,1,3,1,1,1,2,1,3,279,1,999,0,1,93.994,-36.4,5191,1
947,43,2,1,5,,2,1,2,1,3,180,5,999,0,1,93.994,-36.4,5191,1
948,52,3,1,2,1,2,1,2,1,3,530,2,999,0,1,93.994,-36.4,5191,1
949,45,2,2,6,1,2,1,2,1,3,129,5,999,0,1,93.994,-36.4,5191,1
950,41,4,3,2,1,2,2,2,1,3,60,1,999,0,1,93.994,-36.4,5191,1
951,35,3,3,,1,2,2,2,1,3,432,1,999,0,1,93.994,-36.4,5191,1
952,41,4,3,2,1,1,2,2,1,3,516,1,999,0,1,93.994,-36.4,5191,1
953,46,5,1,3,1,1,1,2,1,3,617,1,999,0,1,93.994,-36.4,5191,1
954,36,9,3,3,,1,1,2,1,3,179,2,999,0,1,93.994,-36.4,5191,1
955,29,3,1,4,1,1,1,2,1,3,125,2,999,0,1,93.994,-36.4,5191,1
956,47,4,1,,1,1,1,2,1,3,262,2,999,0,1,93.994,-36.4,5191,1
957,43,2,1,5,,2,1,2,1,3,396,2,999,0,1,93.994,-36.4,5191,1
958,38,2,2,3,,1,1,2,1,3,294,2,999,0,1,93.994,-36.4,5191,1
959,44,2,1,5,1,2,1,2,1,3,171,2,999,0,1,93.994,-36.4,5191,1
960,29,4,1,2,1,1,1,2,1,3,614,2,999,0,1,93.994,-36.4,5191,1
961,58,,1,,,1,1,2,1,3,118,3,999,0,1,93.994,-36.4,5191,1
962,48,2,1,4,1,1,2,2,1,3,485,4,999,0,1,93.994,-36.4,5191,1
963,46,2,1,3,,1,1,2,1,3,406,2,999,0,1,93.994,-36.4,5191,1
964,31,2,1,5,1,2,1,2,1,3,287,1,999,0,1,93.994,-36.4,5191,1
965,47,4,1,,1,1,1,2,1,3,216,2,999,0,1,93.994,-36.4,5191,1
966,44,1,1,1,1,2,1,2,1,3,37,2,999,0,1,93.994,-36.4,5191,1
967,31,2,1,5,1,2,1,2,1,3,650,1,999,0,1,93.994,-36.4,5191,1
968,38,10,3,4,1,1,1,2,1,3,590,3,999,0,1,93.994,-36.4,5191,1
969,33,1,1,1,1,1,1,2,1,3,55,1,999,0,1,93.994,-36.4,5191,1
970,53,2,1,3,1,2,1,2,1,3,166,1,999,0,1,93.994,-36.4,5191,1
971,33,5,2,,1,2,1,2,1,3,371,2,999,0,1,93.994,-36.4,5191,1
972,33,8,1,3,1,2,1,2,1,3,48,1,999,0,1,93.994,-36.4,5191,1
973,37,1,3,1,1,2,1,2,1,3,72,1,999,0,1,93.994,-36.4,5191,1
974,55,2,1,3,1,2,1,2,1,3,55,1,999,0,1,93.994,-36.4,5191,1
975,41,1,2,6,1,,,2,1,3,92,1,999,0,1,93.994,-36.4,5191,1
976,46,2,1,6,,2,1,2,1,3,196,2,999,0,1,93.994,-36.4,5191,1
977,32,7,3,1,1,1,1,2,1,3,96,1,999,0,1,93.994,-36.4,5191,1
978,48,2,1,2,1,1,1,2,1,3,144,1,999,0,1,93.994,-36.4,5191,1
979,34,7,1,5,1,2,1,2,1,3,474,1,999,0,1,93.994,-36.4,5191,1
980,35,1,2,1,1,1,1,2,1,3,559,1,999,0,1,93.994,-36.4,5191,1
981,55,2,1,5,1,2,2,2,1,3,1101,1,999,0,1,93.994,-36.4,5191,1
982,45,7,2,1,1,,,2,1,3,229,3,999,0,1,93.994,-36.4,5191,1
983,48,5,3,1,1,1,1,2,1,3,236,2,999,0,1,93.994,-36.4,5191,1
984,34,2,1,6,1,2,1,2,1,3,164,1,999,0,1,93.994,-36.4,5191,1
985,46,1,3,1,,1,1,2,1,3,93,1,999,0,1,93.994,-36.4,5191,1
986,34,2,1,6,1,2,1,2,1,3,123,1,999,0,1,93.994,-36.4,5191,1
987,51,10,1,4,,1,1,2,1,3,912,2,999,0,1,93.994,-36.4,5191,1
988,37,1,1,1,1,1,1,2,1,3,209,2,999,0,1,93.994,-36.4,5191,1
989,54,9,3,5,1,1,1,2,1,3,485,1,999,0,1,93.994,-36.4,5191,1
990,45,4,1,2,,2,1,2,1,3,206,2,999,0,1,93.994,-36.4,5191,1
991,39,4,2,2,1,,,2,1,3,239,2,999,0,1,93.994,-36.4,5191,1
992,39,2,1,3,1,1,1,2,1,3,311,1,999,0,1,93.994,-36.4,5191,1
993,39,3,2,6,,1,1,2,1,3,362,1,999,0,1,93.994,-36.4,5191,1
994,39,4,1,3,1,1,1,2,1,3,274,1,999,0,1,93.994,-36.4,5191,1
995,32,7,1,6,1,2,1,2,1,3,163,1,999,0,1,93.994,-36.4,5191,1
996,41,4,2,2,1,2,2,2,1,3,345,1,999,0,1,93.994,-36.4,5191,1
997,59,9,1,6,1,2,1,2,1,3,329,1,999,0,1,93.994,-36.4,5191,1
998,57,3,1,3,1,2,1,2,1,3,68,1,999,0,1,93.994,-36.4,5191,1
999,30,4,1,,1,1,1,2,1,3,143,3,999,0,1,93.994,-36.4,5191,1
1000,34,7,1,5,1,1,1,2,1,3,214,2,999,0,1,93.994,-36.4,5191,1
1001,34,3,1,2,1,1,1,2,1,3,1062,1,999,0,1,93.994,-36.4,5191,1
1002,38,2,3,,1,1,1,2,1,3,258,3,999,0,1,93.994,-36.4,5191,1
1003,31,2,1,6,1,2,1,2,1,3,253,2,999,0,1,93.994,-36.4,5191,1
1004,47,1,1,1,1,,,2,1,3,106,1,999,0,1,93.994,-36.4,5191,1
1005,57,8,2,2,,1,1,2,1,3,688,2,999,0,1,93.994,-36.4,5191,1
1006,44,2,1,3,,1,1,2,1,3,103,3,999,0,1,93.994,-36.4,5191,1
1007,45,4,1,2,,2,1,2,1,3,349,2,999,0,1,93.994,-36.4,5191,1
1008,36,10,1,5,1,2,1,2,1,3,170,1,999,0,1,93.994,-36.4,5191,1
1009,44,4,1,2,1,2,1,2,1,3,78,5,999,0,1,93.994,-36.4,5191,1
1010,51,5,1,1,1,1,1,2,1,3,194,1,999,0,1,93.994,-36.4,5191,1
1011,28,1,2,1,1,1,1,2,1,3,126,1,999,0,1,93.994,-36.4,5191,1
1012,50,3,1,2,1,1,1,2,1,3,224,5,999,0,1,93.994,-36.4,5191,1
1013,51,7,1,1,1,1,1,2,1,3,98,1,999,0,1,93.994,-36.4,5191,1
1014,38,2,2,3,1,1,1,2,1,3,252,5,999,0,1,93.994,-36.4,5191,1
1015,44,2,1,5,1,2,1,2,1,3,607,1,999,0,1,93.994,-36.4,5191,1
1016,35,1,2,5,,1,1,2,1,3,331,1,999,0,1,93.994,-36.4,5191,1
1017,35,1,2,5,,2,1,2,1,3,398,1,999,0,1,93.994,-36.4,5191,1
1018,32,1,2,2,1,1,1,2,1,3,103,2,999,0,1,93.994,-36.4,5191,1
1019,48,2,1,3,1,2,1,2,1,3,241,2,999,0,1,93.994,-36.4,5191,1
1020,35,1,2,5,,1,1,2,1,3,803,1,999,0,1,93.994,-36.4,5191,1
1021,44,3,1,4,,1,1,2,1,3,203,1,999,0,1,93.994,-36.4,5191,1
1022,43,3,1,4,1,1,1,2,1,3,96,3,999,0,1,93.994,-36.4,5191,1
1023,40,5,1,2,1,1,1,2,1,3,238,3,999,0,1,93.994,-36.4,5191,1
1024,50,8,1,5,,,,2,1,3,153,3,999,0,1,93.994,-36.4,5191,1
1025,44,3,1,4,,2,1,2,1,3,481,1,999,0,1,93.994,-36.4,5191,1
1026,37,2,2,3,,1,1,2,1,3,119,3,999,0,1,93.994,-36.4,5191,1
1027,32,4,3,2,1,2,1,2,1,3,245,2,999,0,1,93.994,-36.4,5191,1
1028,58,1,1,2,1,1,2,2,1,3,152,2,999,0,1,93.994,-36.4,5191,1
1029,49,3,1,2,1,2,1,2,1,3,418,2,999,0,1,93.994,-36.4,5191,1
1030,32,2,1,5,,1,1,2,1,3,421,2,999,0,1,93.994,-36.4,5191,1
1031,30,4,1,2,1,1,2,2,1,3,198,2,999,0,1,93.994,-36.4,5191,1
1032,28,1,1,2,1,2,1,2,1,3,175,1,999,0,1,93.994,-36.4,5191,1
1033,40,2,1,5,,,,2,1,3,374,1,999,0,1,93.994,-36.4,5191,1
1034,44,5,1,1,1,1,1,2,1,3,51,1,999,0,1,93.994,-36.4,5191,1
1035,30,4,1,4,,2,1,2,1,3,263,1,999,0,1,93.994,-36.4,5191,1
1036,30,4,1,4,,1,1,2,1,3,257,1,999,0,1,93.994,-36.4,5191,1
1037,28,3,2,4,1,2,1,2,1,3,229,2,999,0,1,93.994,-36.4,5191,1
1038,58,9,1,5,1,2,1,2,1,3,154,2,999,0,1,93.994,-36.4,5191,1
1039,45,2,2,2,,1,2,2,1,3,278,6,999,0,1,93.994,-36.4,5191,1
1040,35,2,1,4,1,1,1,2,1,3,306,5,999,0,1,93.994,-36.4,5191,1
1041,57,6,3,2,1,1,1,2,1,3,114,2,999,0,1,93.994,-36.4,5191,1
1042,35,1,3,2,1,2,1,2,1,3,24,2,999,0,1,93.994,-36.4,5191,1
1043,41,3,2,1,,1,1,2,1,3,79,8,999,0,1,93.994,-36.4,5191,1
1044,42,4,1,2,,1,1,2,1,3,169,2,999,0,1,93.994,-36.4,5191,1
1045,42,2,1,5,,1,1,2,1,3,332,2,999,0,1,93.994,-36.4,5191,1
1046,51,2,1,5,,2,1,2,1,3,263,6,999,0,1,93.994,-36.4,5191,1
1047,48,5,1,1,1,2,1,2,1,3,353,3,999,0,1,93.994,-36.4,5191,1
1048,39,2,1,6,1,1,1,2,1,3,108,6,999,0,1,93.994,-36.4,5191,1
1049,47,6,1,5,,,,2,1,3,441,2,999,0,1,93.994,-36.4,5191,1
1050,34,3,2,4,1,,,2,1,3,46,3,999,0,1,93.994,-36.4,5191,1
1051,44,4,1,6,,1,1,2,1,3,266,2,999,0,1,93.994,-36.4,5191,1
1052,52,9,3,4,1,2,1,2,1,3,222,4,999,0,1,93.994,-36.4,5191,1
1053,51,2,1,5,1,2,1,2,1,3,1009,3,999,0,1,93.994,-36.4,5191,1
1054,49,4,1,2,1,1,1,2,1,3,105,2,999,0,1,93.994,-36.4,5191,1
1055,35,1,2,5,,2,1,2,1,3,381,2,999,0,1,93.994,-36.4,5191,1
1056,44,1,1,2,1,1,1,2,1,3,228,3,999,0,1,93.994,-36.4,5191,1
1057,37,1,1,2,1,2,1,2,1,3,128,2,999,0,1,93.994,-36.4,5191,1
1058,47,5,1,1,1,1,1,2,1,3,550,3,999,0,1,93.994,-36.4,5191,1
1059,43,5,1,4,1,1,1,2,1,3,764,3,999,0,1,93.994,-36.4,5191,1
1060,40,2,1,3,,2,1,2,1,3,113,3,999,0,1,93.994,-36.4,5191,1
1061,32,5,3,5,,1,1,2,1,3,396,4,999,0,1,93.994,-36.4,5191,1
1062,42,2,1,5,,,,2,1,3,42,2,999,0,1,93.994,-36.4,5191,1
1063,42,8,1,1,1,2,1,2,1,3,234,4,999,0,1,93.994,-36.4,5191,1
1064,39,3,1,4,1,,,2,1,3,50,2,999,0,1,93.994,-36.4,5191,1
1065,32,9,1,5,1,1,1,2,1,3,110,2,999,0,1,93.994,-36.4,5191,1
1066,30,4,1,,1,2,1,2,1,3,274,4,999,0,1,93.994,-36.4,5191,1
1067,42,2,1,5,,2,1,2,1,3,191,4,999,0,1,93.994,-36.4,5191,1
1068,35,2,1,6,1,2,2,2,1,3,305,3,999,0,1,93.994,-36.4,5191,1
1069,56,6,1,5,1,1,1,2,1,3,134,2,999,0,1,93.994,-36.4,5191,1
1070,40,2,1,3,,1,1,2,1,3,112,4,999,0,1,93.994,-36.4,5191,1
1071,26,1,2,1,1,2,1,2,1,3,217,2,999,0,1,93.994,-36.4,5191,1
1072,57,5,3,1,1,1,1,2,1,3,283,3,999,0,1,93.994,-36.4,5191,1
1073,51,2,1,5,1,1,1,2,1,3,353,4,999,0,1,93.994,-36.4,5191,1
1074,31,3,1,4,1,1,1,2,1,3,212,2,999,0,1,93.994,-36.4,5191,1
1075,31,1,1,1,1,1,1,2,1,3,225,2,999,0,1,93.994,-36.4,5191,1
1076,60,4,1,,1,1,1,2,1,3,283,1,999,0,1,93.994,-36.4,5191,1
1077,29,1,2,1,1,2,1,2,1,3,1273,1,999,0,1,93.994,-36.4,5191,1
1078,44,7,1,5,,1,1,2,1,3,1574,2,999,0,1,93.994,-36.4,5191,2
1079,26,3,2,3,1,2,1,2,1,3,139,3,999,0,1,93.994,-36.4,5191,1
1080,54,2,1,5,1,2,1,2,1,3,62,5,999,0,1,93.994,-36.4,5191,1
1081,34,2,2,2,,1,2,2,1,3,256,3,999,0,1,93.994,-36.4,5191,1
1082,29,1,2,2,1,2,1,2,1,3,245,2,999,0,1,93.994,-36.4,5191,1
1083,33,1,3,2,1,2,1,2,1,3,161,2,999,0,1,93.994,-36.4,5191,1
1084,35,2,2,2,1,2,1,2,1,3,245,3,999,0,1,93.994,-36.4,5191,1
1085,42,5,1,6,1,2,2,2,1,3,89,3,999,0,1,93.994,-36.4,5191,1
1086,53,6,1,5,,2,1,2,1,3,591,3,999,0,1,93.994,-36.4,5191,1
1087,51,3,1,4,1,2,1,2,1,3,113,2,999,0,1,93.994,-36.4,5191,1
1088,59,6,3,5,1,2,1,2,1,3,517,3,999,0,1,93.994,-36.4,5191,1
1089,51,1,1,6,,1,1,2,1,3,193,3,999,0,1,93.994,-36.4,5191,1
1090,36,2,1,3,1,2,1,2,1,3,231,2,999,0,1,93.994,-36.4,5191,1
1091,47,3,3,4,,1,1,2,1,3,348,3,999,0,1,93.994,-36.4,5191,1
1092,51,1,1,1,1,1,1,2,1,3,299,2,999,0,1,93.994,-36.4,5191,1
1093,42,1,1,1,,2,1,2,1,3,103,4,999,0,1,93.994,-36.4,5191,1
1094,40,3,1,4,1,2,1,2,1,3,253,8,999,0,1,93.994,-36.4,5191,1
1095,26,2,1,3,,1,1,2,1,3,73,2,999,0,1,93.994,-36.4,5191,1
1096,45,3,1,4,1,2,1,2,1,3,164,5,999,0,1,93.994,-36.4,5191,1
1097,51,2,1,5,,2,1,2,1,3,244,7,999,0,1,93.994,-36.4,5191,1
1098,42,4,1,2,1,1,1,2,1,3,191,2,999,0,1,93.994,-36.4,5191,1
1099,31,3,1,4,1,2,1,2,1,3,157,6,999,0,1,93.994,-36.4,5191,1
1100,38,2,1,5,1,1,1,2,1,3,548,2,999,0,1,93.994,-36.4,5191,1
1101,51,4,3,6,,1,2,2,1,3,114,3,999,0,1,93.994,-36.4,5191,1
1102,39,7,1,2,1,2,1,2,1,3,126,5,999,0,1,93.994,-36.4,5191,1
1103,36,2,1,,,2,2,2,1,3,161,3,999,0,1,93.994,-36.4,5191,1
1104,60,4,1,,1,2,1,2,1,3,333,1,999,0,1,93.994,-36.4,5191,1
1105,34,5,1,1,1,2,1,2,1,3,155,1,999,0,1,93.994,-36.4,5191,1
1106,41,2,1,5,1,2,1,2,1,3,152,3,999,0,1,93.994,-36.4,5191,1
1107,34,5,1,1,1,2,2,2,1,3,145,1,999,0,1,93.994,-36.4,5191,1
1108,36,2,1,3,1,1,1,2,1,3,66,3,999,0,1,93.994,-36.4,5191,1
1109,33,3,1,4,1,1,1,2,1,3,123,2,999,0,1,93.994,-36.4,5191,1
1110,46,1,2,1,1,,,2,1,3,74,1,999,0,1,93.994,-36.4,5191,1
1111,44,2,1,5,1,2,1,2,1,3,248,3,999,0,1,93.994,-36.4,5191,1
1112,30,2,1,6,1,1,1,2,1,3,275,2,999,0,1,93.994,-36.4,5191,1
1113,34,5,1,1,1,1,1,2,1,3,984,1,999,0,1,93.994,-36.4,5191,1
1114,54,1,3,1,1,1,1,2,1,3,1689,4,999,0,1,93.994,-36.4,5191,2
1115,58,8,1,4,1,2,1,2,1,3,84,2,999,0,1,93.994,-36.4,5191,1
1116,29,4,1,2,1,2,2,2,1,3,27,3,999,0,1,93.994,-36.4,5191,1
1117,41,7,1,1,1,1,1,2,1,3,130,4,999,0,1,93.994,-36.4,5191,1
1118,53,2,1,3,,2,1,2,1,3,489,2,999,0,1,93.994,-36.4,5191,1
1119,35,1,1,1,1,1,1,2,1,3,41,3,999,0,1,93.994,-36.4,5191,1
1120,34,2,2,3,1,1,1,2,1,3,159,3,999,0,1,93.994,-36.4,5191,1
1121,36,2,2,,1,2,1,2,1,3,276,4,999,0,1,93.994,-36.4,5191,1
1122,31,2,1,3,1,1,1,2,1,3,196,2,999,0,1,93.994,-36.4,5191,1
1123,59,6,1,5,,1,1,2,1,3,81,2,999,0,1,93.994,-36.4,5191,1
1124,49,3,1,4,,,,2,1,3,865,2,999,0,1,93.994,-36.4,5191,1
1125,37,5,1,2,,1,1,2,1,3,149,1,999,0,1,93.994,-36.4,5191,1
1126,50,5,1,1,1,2,1,2,1,3,281,2,999,0,1,93.994,-36.4,5191,1
1127,34,4,1,2,1,1,1,2,1,3,122,5,999,0,1,93.994,-36.4,5191,1
1128,32,1,1,1,,1,1,2,1,3,361,2,999,0,1,93.994,-36.4,5191,1
1129,45,2,1,3,,2,1,2,1,3,944,3,999,0,1,93.994,-36.4,5191,1
1130,39,5,1,1,1,2,1,2,1,3,319,3,999,0,1,93.994,-36.4,5191,1
1131,43,,1,2,,1,1,2,1,3,35,3,999,0,1,93.994,-36.4,5191,1
1132,43,2,1,5,,1,1,2,1,3,143,2,999,0,1,93.994,-36.4,5191,1
1133,52,2,1,3,,1,1,2,1,3,22,2,999,0,1,93.994,-36.4,5191,1
1134,54,2,1,3,1,2,1,2,1,3,90,2,999,0,1,93.994,-36.4,5191,1
1135,54,2,1,3,1,2,1,2,1,3,505,2,999,0,1,93.994,-36.4,5191,1
1136,31,4,2,2,1,2,1,2,1,3,17,2,999,0,1,93.994,-36.4,5191,1
1137,35,2,1,6,1,1,1,2,1,3,404,5,999,0,1,93.994,-36.4,5191,1
1138,28,1,1,2,1,2,1,2,1,3,238,2,999,0,1,93.994,-36.4,5191,1
1139,56,6,1,3,1,2,2,2,1,3,71,4,999,0,1,93.994,-36.4,5191,1
1140,35,1,2,5,,1,1,2,1,3,309,2,999,0,1,93.994,-36.4,5191,1
1141,45,2,1,3,,1,1,2,1,3,408,3,999,0,1,93.994,-36.4,5191,1
1142,38,7,1,3,1,1,1,2,1,3,157,3,999,0,1,93.994,-36.4,5191,1
1143,42,3,1,4,1,2,1,2,1,3,280,3,999,0,1,93.994,-36.4,5191,1
1144,44,2,1,5,1,1,1,2,1,3,374,2,999,0,1,93.994,-36.4,5191,1
1145,58,1,3,1,1,2,1,2,1,3,365,4,999,0,1,93.994,-36.4,5191,1
1146,43,1,3,2,1,2,1,2,1,4,177,3,999,0,1,93.994,-36.4,5191,1
1147,37,3,1,4,1,2,1,2,1,4,238,3,999,0,1,93.994,-36.4,5191,1
1148,45,2,1,3,,1,1,2,1,4,31,2,999,0,1,93.994,-36.4,5191,1
1149,59,6,1,1,1,1,1,2,1,4,425,6,999,0,1,93.994,-36.4,5191,1
1150,50,2,1,3,,1,1,2,1,4,77,2,999,0,1,93.994,-36.4,5191,1
1151,41,1,1,2,1,2,2,2,1,4,223,2,999,0,1,93.994,-36.4,5191,1
1152,33,1,1,1,1,2,1,2,1,4,239,2,999,0,1,93.994,-36.4,5191,1
1153,46,2,1,4,1,1,1,2,1,4,116,2,999,0,1,93.994,-36.4,5191,1
1154,30,1,2,2,1,1,1,2,1,4,308,3,999,0,1,93.994,-36.4,5191,1
1155,28,4,2,2,1,1,1,2,1,4,137,2,999,0,1,93.994,-36.4,5191,1
1156,58,1,1,1,1,1,2,2,1,4,162,2,999,0,1,93.994,-36.4,5191,1
1157,43,2,1,5,1,1,1,2,1,4,134,1,999,0,1,93.994,-36.4,5191,1
1158,39,8,1,2,1,2,1,2,1,4,175,5,999,0,1,93.994,-36.4,5191,1
1159,25,4,1,4,,1,1,2,1,4,125,3,999,0,1,93.994,-36.4,5191,1
1160,39,1,2,,1,1,1,2,1,4,211,3,999,0,1,93.994,-36.4,5191,1
1161,42,6,1,3,,2,1,2,1,4,180,1,999,0,1,93.994,-36.4,5191,1
1162,43,1,1,2,1,2,1,2,1,4,67,1,999,0,1,93.994,-36.4,5191,1
1163,43,1,1,2,1,1,1,2,1,4,196,1,999,0,1,93.994,-36.4,5191,1
1164,33,1,2,1,1,1,1,2,1,4,342,1,999,0,1,93.994,-36.4,5191,1
1165,52,,1,5,1,1,1,2,1,4,156,1,999,0,1,93.994,-36.4,5191,1
1166,42,4,1,4,1,2,1,2,1,4,813,1,999,0,1,93.994,-36.4,5191,2
1167,53,2,1,5,,1,1,2,1,4,178,1,999,0,1,93.994,-36.4,5191,1
1168,41,9,1,6,1,1,1,2,1,4,142,1,999,0,1,93.994,-36.4,5191,1
1169,48,2,1,4,1,2,1,2,1,4,194,1,999,0,1,93.994,-36.4,5191,1
1170,40,1,2,2,1,2,1,2,1,4,132,1,999,0,1,93.994,-36.4,5191,1
1171,40,1,2,2,1,1,2,2,1,4,110,1,999,0,1,93.994,-36.4,5191,1
1172,53,2,1,2,,1,2,2,1,4,109,1,999,0,1,93.994,-36.4,5191,1
1173,55,1,1,2,1,1,1,2,1,4,94,1,999,0,1,93.994,-36.4,5191,1
1174,39,3,1,4,1,1,1,2,1,4,31,1,999,0,1,93.994,-36.4,5191,1
1175,35,2,1,3,1,1,2,2,1,4,220,1,999,0,1,93.994,-36.4,5191,1
1176,50,9,3,5,,1,1,2,1,4,489,1,999,0,1,93.994,-36.4,5191,1
1177,38,4,3,6,1,1,1,2,1,4,180,1,999,0,1,93.994,-36.4,5191,1
1178,41,10,1,3,,1,1,2,1,4,314,1,999,0,1,93.994,-36.4,5191,1
1179,44,3,1,4,,1,1,2,1,4,203,1,999,0,1,93.994,-36.4,5191,1
1180,39,1,1,6,,1,1,2,1,4,328,2,999,0,1,93.994,-36.4,5191,1
1181,44,,1,6,1,1,1,2,1,4,207,1,999,0,1,93.994,-36.4,5191,1
1182,51,3,1,4,1,1,2,2,1,4,193,1,999,0,1,93.994,-36.4,5191,1
1183,41,3,1,2,1,2,2,2,1,4,177,2,999,0,1,93.994,-36.4,5191,1
1184,31,3,1,4,1,1,1,2,1,4,528,1,999,0,1,93.994,-36.4,5191,1
1185,40,2,1,2,1,2,1,2,1,4,183,1,999,0,1,93.994,-36.4,5191,1
1186,38,8,2,1,1,1,1,2,1,4,238,1,999,0,1,93.994,-36.4,5191,1
1187,48,2,1,6,1,1,2,2,1,4,61,1,999,0,1,93.994,-36.4,5191,1
1188,32,1,1,2,1,1,1,2,1,4,70,1,999,0,1,93.994,-36.4,5191,1
1189,46,2,2,3,1,2,1,2,1,4,541,3,999,0,1,93.994,-36.4,5191,2
1190,49,9,1,5,,1,1,2,1,4,41,1,999,0,1,93.994,-36.4,5191,1
1191,47,2,1,6,1,2,2,2,1,4,93,1,999,0,1,93.994,-36.4,5191,1
1192,28,2,1,6,,1,1,2,1,4,149,1,999,0,1,93.994,-36.4,5191,1
1193,38,1,2,1,,2,1,2,1,4,35,1,999,0,1,93.994,-36.4,5191,1
1194,28,2,1,6,,1,1,2,1,4,262,1,999,0,1,93.994,-36.4,5191,1
1195,51,4,1,,1,2,1,2,1,4,151,1,999,0,1,93.994,-36.4,5191,1
1196,50,2,1,3,1,2,1,2,1,4,135,2,999,0,1,93.994,-36.4,5191,1
1197,38,1,2,1,,2,2,2,1,4,221,1,999,0,1,93.994,-36.4,5191,1
1198,48,2,1,6,1,2,1,2,1,4,604,1,999,0,1,93.994,-36.4,5191,1
1199,44,3,3,,1,2,1,2,1,4,86,1,999,0,1,93.994,-36.4,5191,1
1200,30,3,1,4,1,1,1,2,1,4,65,1,999,0,1,93.994,-36.4,5191,1
1201,34,2,2,5,1,1,1,2,1,4,380,3,999,0,1,93.994,-36.4,5191,1
1202,36,2,1,6,1,2,1,2,1,4,11,1,999,0,1,93.994,-36.4,5191,1
1203,41,5,1,1,,1,1,2,1,4,184,2,999,0,1,93.994,-36.4,5191,1
