idade,qtd_contatos_campanha,qtd_contatos_total,indice_precos_consumidor,indice_confianca_consumidor,campanha_anterior_inteiros,educacao_inteiros,emprestimo_moradia_inteiros,inadimplente_inteiros,emprestimo_pessoal_inteiros,meio_contato_inteiros,mes_inteiros,dia_da_semana_inteiros,profissao_inteiros,estado_civil_inteiros,resultado
45,2,0,93.994,-36.4,1,3,0,0,0,1,5,4,2,1,0
31,6,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,0,0
28,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,2,0
33,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,0,0,0
38,5,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,2,0
37,1,0,93.994,-36.4,1,2,0,0,0,1,5,4,8,1,0
30,9,0,93.994,-36.4,1,5,1,0,0,1,5,4,7,0,0
36,2,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,2,0
50,1,0,93.994,-36.4,1,2,1,0,0,1,5,4,9,0,0
38,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,9,0,0
42,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,9,0,0
37,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,10,2,0
28,1,0,93.994,-36.4,1,2,0,0,0,1,5,4,9,0,0
32,1,0,93.994,-36.4,1,2,1,0,0,1,5,4,9,0,0
49,1,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,1,0
44,1,0,93.994,-36.4,1,1,0,0,0,1,5,4,2,0,0
40,1,0,93.994,-36.4,1,1,0,0,0,1,5,4,1,0,0
42,1,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,0,0
31,1,0,93.994,-36.4,1,1,1,0,0,1,5,4,10,2,0
54,2,0,93.994,-36.4,1,3,0,0,0,1,5,4,10,0,0
34,3,0,93.994,-36.4,1,6,1,0,0,1,5,4,0,2,0
53,2,0,93.994,-36.4,1,1,1,0,1,1,5,4,10,0,0
27,3,0,93.994,-36.4,1,1,1,0,0,1,5,4,10,2,0
57,1,0,93.994,-36.4,1,2,0,0,0,1,5,4,7,1,0
32,4,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,0,0
39,4,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,0,0
36,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,0,0
38,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,2,2,0
28,2,0,93.994,-36.4,1,2,1,0,1,1,5,4,9,2,0
26,2,0,93.994,-36.4,1,1,1,0,0,1,5,4,10,0,0
45,2,0,93.994,-36.4,1,5,0,0,0,1,5,4,0,1,0
50,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,0,0
46,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,0,1,0
35,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,2,0,0
34,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,0,0
35,3,0,93.994,-36.4,1,6,1,0,0,1,5,4,10,2,0
34,2,0,93.994,-36.4,1,5,0,0,1,1,5,4,2,0,0
24,2,0,93.994,-36.4,1,6,0,0,1,1,5,4,3,2,0
26,2,0,93.994,-36.4,1,5,1,0,1,1,5,4,9,2,0
52,2,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,1,0
37,2,0,93.994,-36.4,1,1,0,0,0,1,5,4,2,0,0
37,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,10,0,0
43,2,0,93.994,-36.4,1,2,0,0,1,1,5,4,0,0,0
30,2,0,93.994,-36.4,1,5,0,0,0,1,5,4,8,0,1
29,1,0,93.994,-36.4,1,1,0,0,0,1,5,4,10,0,0
34,1,0,93.994,-36.4,1,1,0,0,1,1,5,4,10,2,0
51,10,0,93.994,-36.4,1,6,0,0,0,1,5,4,7,1,0
48,5,0,93.994,-36.4,1,6,1,0,0,1,5,4,7,1,0
37,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,2,0
42,6,0,93.994,-36.4,1,2,0,0,0,1,5,4,10,2,0
40,2,0,93.994,-36.4,1,4,0,0,1,1,5,4,2,0,0
30,5,0,93.994,-36.4,1,5,0,0,1,1,5,4,2,0,0
46,5,0,93.994,-36.4,1,6,1,0,0,1,5,4,8,0,0
31,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,9,0,0
43,6,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,0,0
38,3,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,0,0
57,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,7,2,0
55,2,0,93.994,-36.4,1,4,1,0,0,1,5,4,10,0,0
48,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,1,0
41,2,0,93.994,-36.4,1,1,0,0,0,1,5,4,10,0,0
30,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,10,0,0
32,4,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,2,0
34,3,0,93.994,-36.4,1,1,1,0,0,1,5,4,10,0,0
35,3,0,93.994,-36.4,1,5,0,0,0,1,5,4,0,0,0
41,3,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,1,0
34,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,7,0,0
57,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,5,0,0
55,5,0,93.994,-36.4,1,2,1,0,0,1,5,4,1,0,0
52,10,0,93.994,-36.4,1,3,1,0,0,1,5,4,2,0,0
30,2,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,1,0
41,4,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,2,0
37,3,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,0,0
31,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,0,0
30,3,0,93.994,-36.4,1,6,1,0,0,1,5,4,0,0,0
24,2,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,2,0
31,2,0,93.994,-36.4,1,2,0,0,1,1,5,4,2,2,0
38,2,0,93.994,-36.4,1,3,1,0,0,1,5,4,2,0,0
25,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,5,2,0
39,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,7,1,0
33,5,0,93.994,-36.4,1,6,1,0,0,1,5,4,0,2,0
28,2,0,93.994,-36.4,1,6,0,0,0,1,5,4,7,0,0
40,3,0,93.994,-36.4,1,4,1,0,0,1,5,4,2,0,0
33,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,1,0
41,5,0,93.994,-36.4,1,5,0,0,0,1,5,4,0,0,0
39,10,0,93.994,-36.4,1,6,0,0,0,1,5,4,7,0,0
28,4,0,93.994,-36.4,1,5,1,0,0,1,5,4,8,2,0
31,5,0,93.994,-36.4,1,4,1,0,0,1,5,4,5,0,0
32,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,2,2,0
39,1,0,93.994,-36.4,1,6,1,0,1,1,5,4,0,0,0
50,19,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,0,0
50,9,0,93.994,-36.4,1,3,1,0,0,1,5,4,9,2,0
24,4,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,2,0
45,4,0,93.994,-36.4,1,1,1,0,0,1,5,4,10,0,0
33,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,3,2,0
43,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,0,0
45,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,0,0,0
47,9,0,93.994,-36.4,1,6,1,0,0,1,5,4,9,0,0
50,3,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,2,0
40,2,0,93.994,-36.4,1,4,1,0,0,1,5,4,2,0,0
52,5,0,93.994,-36.4,1,2,0,0,0,1,5,4,9,0,0
28,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,0,2,0
38,3,0,93.994,-36.4,1,2,0,0,0,1,5,4,3,1,0
51,6,0,93.994,-36.4,1,5,1,0,0,1,5,4,10,0,0
29,4,0,93.994,-36.4,1,5,1,0,0,1,5,4,0,0,0
35,4,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,0,0
37,2,0,93.994,-36.4,1,6,1,0,0,1,5,4,10,2,0
39,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,9,0,0
29,3,0,93.994,-36.4,1,6,0,0,0,1,5,4,4,0,0
56,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,1,0
41,2,0,93.994,-36.4,1,2,0,0,0,1,5,4,9,0,0
52,4,0,93.994,-36.4,1,6,1,0,0,1,5,4,7,1,0
30,4,0,93.994,-36.4,1,2,0,0,0,1,5,4,5,2,0
39,3,0,93.994,-36.4,1,6,0,0,0,1,5,4,0,0,0
53,16,0,93.994,-36.4,1,6,1,0,0,1,5,4,9,1,0
27,2,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,1,0
30,8,0,93.994,-36.4,1,6,0,0,0,1,5,4,9,0,0
29,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,2,0,0
35,3,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,0,0
39,5,0,93.994,-36.4,1,1,0,0,0,1,5,4,10,0,0
28,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,0,2,0
53,7,0,93.994,-36.4,1,5,0,0,0,1,5,4,5,2,0
32,8,0,93.994,-36.4,1,5,0,0,0,1,5,4,2,0,0
29,3,0,93.994,-36.4,1,2,1,0,0,1,5,4,9,1,0
34,8,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,0,0
35,3,0,93.994,-36.4,1,2,0,0,1,1,5,4,2,0,0
45,4,0,93.994,-36.4,1,1,0,0,0,1,5,4,0,2,0
59,3,0,93.994,-36.4,1,3,0,0,0,1,5,4,1,1,0
26,2,0,93.994,-36.4,1,5,1,0,0,1,5,4,2,2,0
50,4,0,93.994,-36.4,1,6,0,0,1,1,5,4,0,0,0
51,2,0,93.994,-36.4,1,1,1,0,1,1,5,0,1,0,0
25,3,0,93.994,-36.4,1,2,1,0,0,1,5,0,10,0,0
29,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
35,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
49,6,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,1,0
33,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,1,0
32,8,0,93.994,-36.4,1,6,1,0,0,1,5,0,7,0,0
38,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,10,2,0
45,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
37,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,2,2,0
52,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,1,1
47,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,0,0
45,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,1,0
35,4,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
31,3,0,93.994,-36.4,1,4,0,0,0,1,5,0,7,1,0
35,6,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
32,3,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,1,0
33,2,0,93.994,-36.4,1,6,0,0,1,1,5,0,10,2,0
39,3,0,93.994,-36.4,1,4,1,0,0,1,5,0,10,0,0
49,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
30,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,7,2,0
37,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,4,0,0
42,1,0,93.994,-36.4,1,3,1,0,1,1,5,0,2,1,0
57,3,0,93.994,-36.4,1,5,0,0,0,1,5,0,0,1,0
57,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,7,1,0
45,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,2,1,0
34,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
35,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
50,3,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
56,2,0,93.994,-36.4,1,3,0,0,0,1,5,0,1,0,0
38,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
56,3,0,93.994,-36.4,1,6,1,0,0,1,5,0,1,0,0
49,1,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,2,0
41,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,5,2,0
32,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,2,0
43,7,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,2,0
53,6,0,93.994,-36.4,1,1,1,0,0,1,5,0,10,0,0
31,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
31,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,2,0
33,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
43,2,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
32,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
30,3,0,93.994,-36.4,1,1,1,0,1,1,5,0,10,0,0
53,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
36,3,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,1,0
33,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
35,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
36,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,2,2,0
41,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
59,2,0,93.994,-36.4,1,1,0,0,0,1,5,0,10,1,0
33,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,10,0,0
59,1,0,93.994,-36.4,1,3,1,0,0,1,5,0,4,0,0
35,1,0,93.994,-36.4,1,1,1,0,1,1,5,0,7,0,0
35,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,7,0,0
25,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,8,2,0
27,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,2,0
37,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,2,0
34,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,0,0
34,1,0,93.994,-36.4,1,6,0,0,1,1,5,0,10,0,0
33,1,0,93.994,-36.4,1,6,1,0,1,1,5,0,8,0,0
34,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,0,0
43,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,10,2,0
41,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,7,0,0
26,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,2,0
26,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,2,2,0
30,4,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,1,0
43,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,5,1,0
34,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,10,2,0
35,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,2,0
56,2,0,93.994,-36.4,1,5,1,0,0,1,5,0,10,0,0
34,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
34,1,0,93.994,-36.4,1,2,0,0,1,1,5,0,0,2,0
47,1,0,93.994,-36.4,1,2,0,0,1,1,5,0,0,0,0
34,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,1,0
57,2,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,1,1
30,10,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
32,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,2,0
34,1,0,93.994,-36.4,1,6,1,0,1,1,5,0,2,2,0
34,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,2,2,0
42,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,3,0,0
38,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,10,1,0
34,4,0,93.994,-36.4,1,5,1,0,1,1,5,0,2,0,1
29,4,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,0,0
47,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,0,0,0
51,18,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,1,0
41,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,2,2,0
33,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
38,2,0,93.994,-36.4,1,6,1,0,1,1,5,0,0,0,0
33,1,0,93.994,-36.4,1,2,0,0,1,1,5,0,0,0,0
33,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,2,2,0
36,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
44,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,1,0
44,2,0,93.994,-36.4,1,6,1,0,1,1,5,0,0,0,0
31,5,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
45,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,2,0
48,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,1,0
25,4,0,93.994,-36.4,1,6,1,0,0,1,5,0,7,2,0
37,1,0,93.994,-36.4,1,1,1,0,1,1,5,0,8,0,0
27,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,2,0
34,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
38,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,2,0
46,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,2,0,0
42,5,0,93.994,-36.4,1,1,0,0,1,1,5,0,10,0,0
42,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
31,2,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
28,1,0,93.994,-36.4,1,1,1,0,0,1,5,0,8,0,0
29,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,2,0
32,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,10,2,0
39,1,0,93.994,-36.4,1,1,1,0,1,1,5,0,0,0,0
34,4,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
27,1,0,93.994,-36.4,1,5,0,0,1,1,5,0,2,0,0
27,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
30,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,10,1,0
39,3,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,0,0
37,2,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,2,0
31,11,0,93.994,-36.4,1,2,0,0,0,1,5,0,2,2,0
20,1,0,93.994,-36.4,1,2,0,0,1,1,5,0,5,2,0
53,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,1,0
40,1,0,93.994,-36.4,1,5,0,0,1,1,5,0,2,2,0
30,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
30,2,0,93.994,-36.4,1,5,1,0,0,1,5,0,9,0,0
41,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,9,1,0
53,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,1,0
36,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,2,0
40,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,0,1
39,4,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
40,3,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
33,1,0,93.994,-36.4,1,4,1,0,0,1,5,0,2,0,0
29,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
55,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,0,0
38,4,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,2,0
35,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,2,0
33,1,0,93.994,-36.4,1,4,1,0,0,1,5,0,2,0,0
28,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,0,0,0
34,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,0,0
30,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,2,0
27,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,2,0
42,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,5,0,0
33,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,1
55,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,1,0,0
35,2,0,93.994,-36.4,1,5,1,0,1,1,5,0,7,0,0
25,4,0,93.994,-36.4,1,6,1,0,0,1,5,0,5,2,0
27,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,10,0,0
50,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,7,0,0
48,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,5,0,0
35,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,5,0,0
30,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,10,2,0
31,1,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,0,0
49,1,0,93.994,-36.4,1,6,0,0,0,1,5,0,7,1,0
43,18,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
36,3,0,93.994,-36.4,1,6,1,0,0,1,5,0,7,2,0
31,4,0,93.994,-36.4,1,5,0,0,0,1,5,0,5,2,0
35,2,0,93.994,-36.4,1,1,0,0,0,1,5,0,1,0,0
56,3,0,93.994,-36.4,1,4,1,0,0,1,5,0,1,0,0
37,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,7,0,0
38,2,0,93.994,-36.4,1,1,0,0,0,1,5,0,0,0,0
25,2,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
32,2,0,93.994,-36.4,1,4,1,0,0,1,5,0,2,0,0
48,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
30,5,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,0,0
49,3,0,93.994,-36.4,1,3,0,0,0,1,5,0,1,0,0
33,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,9,0,0
48,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,1,0,0
55,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,0,1,0
54,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,10,0,1
38,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
45,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
31,2,0,93.994,-36.4,1,6,0,0,1,1,5,0,10,0,0
45,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,10,0,0
44,3,0,93.994,-36.4,1,2,0,0,0,1,5,0,10,2,0
36,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
33,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
30,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,9,2,0
31,2,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,0,0
27,2,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
39,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,2,0
33,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,0,1
55,1,0,93.994,-36.4,1,5,0,0,0,1,5,0,0,0,0
51,1,0,93.994,-36.4,1,5,0,0,1,1,5,0,5,0,0
29,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,7,2,0
33,2,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,2,0
46,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,2,0,0
31,4,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
41,1,0,93.994,-36.4,1,4,1,0,0,1,5,0,7,0,1
39,7,0,93.994,-36.4,1,6,1,0,0,1,5,0,4,0,0
45,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,0,0,0
32,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,10,2,0
36,6,0,93.994,-36.4,1,2,0,0,1,1,5,0,0,2,0
42,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,10,0,0
39,2,0,93.994,-36.4,1,4,1,0,0,1,5,0,2,0,0
35,3,0,93.994,-36.4,1,1,1,0,1,1,5,0,9,1,0
34,6,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,0,0
55,2,0,93.994,-36.4,1,1,0,0,1,1,5,0,1,1,0
29,5,0,93.994,-36.4,1,1,0,0,0,1,5,0,2,2,0
31,3,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
33,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,0,0,0
31,5,0,93.994,-36.4,1,1,0,0,0,1,5,0,10,0,0
40,3,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,2,0
47,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,2,0,0
42,5,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,2,0
35,3,0,93.994,-36.4,1,3,1,0,1,1,5,0,2,1,0
24,2,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
49,1,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,0,0
36,1,0,93.994,-36.4,1,2,1,0,0,1,5,0,9,0,0
34,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
28,3,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,2,0
42,1,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,0,0
34,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
44,3,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,2,0
39,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,0,0
50,1,0,93.994,-36.4,1,6,1,0,0,1,5,0,7,0,0
27,1,0,93.994,-36.4,1,6,0,0,1,1,5,0,7,2,0
58,2,0,93.994,-36.4,1,6,1,0,0,1,5,0,1,1,0
32,2,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,1,0
41,2,0,93.994,-36.4,1,4,0,0,0,1,5,0,2,1,0
46,1,0,93.994,-36.4,1,3,0,0,0,1,5,0,1,0,0
32,2,0,93.994,-36.4,1,6,1,0,1,1,5,0,0,0,0
31,1,0,93.994,-36.4,1,1,0,0,0,1,5,0,3,2,0
34,2,0,93.994,-36.4,1,3,0,0,0,1,5,0,2,0,0
41,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
33,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,0,0,0
37,2,0,93.994,-36.4,1,5,0,0,1,1,5,0,2,2,0
38,5,0,93.994,-36.4,1,2,0,0,0,1,5,0,2,0,0
25,5,0,93.994,-36.4,1,6,0,0,0,1,5,0,8,2,0
29,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,9,0,0
28,1,0,93.994,-36.4,1,2,0,0,0,1,5,0,9,2,0
35,2,0,93.994,-36.4,1,2,0,0,0,1,5,0,5,0,0
46,8,0,93.994,-36.4,1,3,1,0,0,1,5,0,4,0,0
36,4,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
28,4,0,93.994,-36.4,1,6,0,0,0,1,5,0,7,2,0
32,16,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,2,0
41,3,0,93.994,-36.4,1,5,1,0,0,1,5,0,9,0,0
41,1,0,93.994,-36.4,1,4,1,0,0,1,5,0,2,0,0
30,5,0,93.994,-36.4,1,6,0,0,1,1,5,0,7,2,1
28,2,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,2,0
35,5,0,93.994,-36.4,1,5,0,0,0,1,5,0,2,0,0
34,3,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,0,0
59,10,0,93.994,-36.4,1,5,1,0,1,1,5,0,5,0,0
37,3,0,93.994,-36.4,1,6,0,0,0,1,5,0,0,2,0
42,2,0,93.994,-36.4,1,5,1,0,0,1,5,0,10,2,0
43,3,0,93.994,-36.4,1,1,1,0,0,1,5,0,10,2,0
36,14,0,93.994,-36.4,1,6,0,0,0,1,5,0,10,0,0
25,1,0,93.994,-36.4,1,5,1,0,0,1,5,0,2,0,0
51,2,0,93.994,-36.4,1,3,1,0,0,1,5,0,2,1,0
